,propertyName,amenitytype,amenity
140,Circa Green Lake Apartments,Outdoor Space,"•
Gated"
141,Circa Green Lake Apartments,Outdoor Space,"•
Roof Terrace"
142,Circa Green Lake Apartments,Outdoor Space,"•
Sundeck"
143,Circa Green Lake Apartments,Outdoor Space,"•
Cabana"
144,Circa Green Lake Apartments,Outdoor Space,"•
Courtyard"
145,Circa Green Lake Apartments,Outdoor Space,"•
Grill"
146,Circa Green Lake Apartments,Outdoor Space,"•
Waterfront"
147,Circa Green Lake Apartments,Outdoor Space,"•
Lake Access"
148,Circa Green Lake Apartments,Outdoor Space,"•
Balcony"
149,Circa Green Lake Apartments,Outdoor Space,"•
Deck"
150,Circa Green Lake Apartments,Outdoor Space,"•
Grill"
151,Circa Green Lake Apartments,Fitness & Recreation,"•
Fitness Center"
152,Circa Green Lake Apartments,Fitness & Recreation,"•
Bike Storage"
153,Circa Green Lake Apartments,Fitness & Recreation,"•
Walking/Biking Trails"
154,Circa Green Lake Apartments,Features,"•
High Speed Internet Access"
155,Circa Green Lake Apartments,Features,"•
Washer/Dryer - In Unit"
156,Circa Green Lake Apartments,Features,"•
Air Conditioning"
157,Circa Green Lake Apartments,Features,"•
Heating"
158,Circa Green Lake Apartments,Features,"•
Smoke Free"
159,Circa Green Lake Apartments,Features,"•
Cable Ready"
160,Circa Green Lake Apartments,Features,"•
Storage Units"
161,Circa Green Lake Apartments,Features,"•
Tub/Shower"
162,Circa Green Lake Apartments,Features,"•
Intercom"
163,Circa Green Lake Apartments,Features,"•
Wheelchair Accessible (Rooms)"
164,Circa Green Lake Apartments,Kitchen,"•
Dishwasher"
165,Circa Green Lake Apartments,Kitchen,"•
Disposal"
166,Circa Green Lake Apartments,Kitchen,"•
Granite Countertops"
167,Circa Green Lake Apartments,Kitchen,"•
Stainless Steel Appliances"
168,Circa Green Lake Apartments,Kitchen,"•
Island Kitchen"
169,Circa Green Lake Apartments,Kitchen,"•
Kitchen"
170,Circa Green Lake Apartments,Kitchen,"•
Microwave"
171,Circa Green Lake Apartments,Kitchen,"•
Oven"
172,Circa Green Lake Apartments,Kitchen,"•
Range"
173,Circa Green Lake Apartments,Kitchen,"•
Refrigerator"
174,Circa Green Lake Apartments,Kitchen,"•
Freezer"
175,Circa Green Lake Apartments,Kitchen,"•
Breakfast Nook"
176,Circa Green Lake Apartments,Living Space,"•
Hardwood Floors"
177,Circa Green Lake Apartments,Living Space,"•
Carpet"
178,Circa Green Lake Apartments,Living Space,"•
Vinyl Flooring"
179,Circa Green Lake Apartments,Living Space,"•
Office"
180,Circa Green Lake Apartments,Living Space,"•
Den"
181,Circa Green Lake Apartments,Living Space,"•
Views"
182,Circa Green Lake Apartments,Living Space,"•
Walk-In Closets"
183,Circa Green Lake Apartments,Living Space,"•
Linen Closet"
184,Circa Green Lake Apartments,Living Space,"•
Double Pane Windows"
185,Circa Green Lake Apartments,Living Space,"•
Window Coverings"
186,Circa Green Lake Apartments,Security,"•
Package Service"
187,Circa Green Lake Apartments,Security,"•
Controlled Access"
188,Circa Green Lake Apartments,Security,"•
Property Manager on Site"
189,Tower 12,Unique Features,"•
Air Conditioning"
190,Tower 12,Unique Features,"•
Barbecue/Grill Area"
191,Tower 12,Unique Features,"•
Beverage & Popcorn Service"
192,Tower 12,Unique Features,"•
Bike Repair/Wash Station"
193,Tower 12,Unique Features,"•
Bike Storage"
194,Tower 12,Unique Features,"•
Bluetooth & Chromecast"
195,Tower 12,Unique Features,"•
California Closets"
196,Tower 12,Unique Features,"•
Cardio Machines"
197,Tower 12,Unique Features,"•
Central AC and Heating per apartment"
198,Tower 12,Unique Features,"•
Central Air Conditioning"
199,Tower 12,Unique Features,"•
Chef Style Kitchens"
200,Tower 12,Unique Features,"•
Coffee Station"
201,Tower 12,Unique Features,"•
Compost"
202,Tower 12,Unique Features,"•
Conference Room"
203,Tower 12,Unique Features,"•
Contemporary wood cabinetry"
204,Tower 12,Unique Features,"•
Courtesy Patrol"
205,Tower 12,Unique Features,"•
Courtyard"
206,Tower 12,Unique Features,"•
Custom closet systems"
207,Tower 12,Unique Features,"•
Deep Soaking Tub"
208,Tower 12,Unique Features,"•
Designer grade kitchen and bath fixtures"
209,Tower 12,Unique Features,"•
Designer Tile Sorround"
210,Tower 12,Unique Features,"•
Dining Room"
211,Tower 12,Unique Features,"•
Dishwasher"
212,Tower 12,Unique Features,"•
Electric Car Charging Station"
213,Tower 12,Unique Features,"•
Electric window solar shades"
214,Tower 12,Unique Features,"•
Electronic wall safe"
215,Tower 12,Unique Features,"•
Energy Star Certified Appliances"
216,Tower 12,Unique Features,"•
Exclusively designed upscale interior finishes"
217,Tower 12,Unique Features,"•
Fingerprint Safe"
218,Tower 12,Unique Features,"•
Fitness Programs/Classes"
219,Tower 12,Unique Features,"•
Gameroom"
220,Tower 12,Unique Features,"•
Garage Parking"
221,Tower 12,Unique Features,"•
Garbage Disposal"
222,Tower 12,Unique Features,"•
Gas Range"
223,Tower 12,Unique Features,"•
Guest Apartment"
224,Tower 12,Unique Features,"•
Hardwood Floors"
225,Tower 12,Unique Features,"•
Hardwood Vinyl Plank Flooring"
226,Tower 12,Unique Features,"•
Hidden TV Outlets"
227,Tower 12,Unique Features,"•
Ice Maker"
228,Tower 12,Unique Features,"•
Instant Hot Water Dispenser"
229,Tower 12,Unique Features,"•
Intercom/Call Box"
230,Tower 12,Unique Features,"•
Kitchen Island"
231,Tower 12,Unique Features,"•
Large closets"
232,Tower 12,Unique Features,"•
LEED Rating"
233,Tower 12,Unique Features,"•
LEED Silver"
234,Tower 12,Unique Features,"•
Linen Closet"
235,Tower 12,Unique Features,"•
Microwave"
236,Tower 12,Unique Features,"•
Movie Theater"
237,Tower 12,Unique Features,"•
On-Site ATM"
238,Tower 12,Unique Features,"•
On-Site Storage"
239,Tower 12,Unique Features,"•
Pantry"
240,Tower 12,Unique Features,"•
Patio/Balcony"
241,Tower 12,Unique Features,"•
Pet Play Area/ Dog Park"
242,Tower 12,Unique Features,"•
Planned Social Activities"
243,Tower 12,Unique Features,"•
Private decks"
244,Tower 12,Unique Features,"•
Recycling"
245,Tower 12,Unique Features,"•
Resident Lounge"
246,Tower 12,Unique Features,"•
Rooftop Lounge"
247,Tower 12,Unique Features,"•
Smoke Free"
248,Tower 12,Unique Features,"•
Soft Close Drawers"
249,Tower 12,Unique Features,"•
Solar Shades"
250,Tower 12,Unique Features,"•
Sprinkler System"
251,Tower 12,Unique Features,"•
Trash Chute w/ Recycling and Compost"
252,Tower 12,Unique Features,"•
USB Charging Ports"
253,Tower 12,Unique Features,"•
Vaulted Ceiling"
254,Tower 12,Unique Features,"•
Video Surveillance/Patrol"
255,Tower 12,Unique Features,"•
Walk in Closets"
256,Tower 12,Unique Features,"•
Walk-In Closets"
257,Tower 12,Unique Features,"•
Washer/Dryer"
258,Tower 12,Unique Features,"•
Washer/Dryer Hookup"
259,Tower 12,Unique Features,"•
Waterfront"
260,Tower 12,Unique Features,"•
Weight Machines"
261,Tower 12,Unique Features,"•
Wheelchair Accessible (Rooms)"
262,Tower 12,Unique Features,"•
Wide plank flooring"
263,Tower 12,Unique Features,"•
Wifi in Amenity Spaces"
264,Tower 12,Unique Features,"•
Wine Fridge*"
265,Tower 12,Unique Features,"•
Yoga Studio/Room"
266,Tower 12,Pet Policy,"•
$50 Monthly Pet Rent"
267,Tower 12,Pet Policy,"•
2 Pet Limit"
268,Tower 12,Property Information,"•
Built in 2017"
269,Tower 12,Property Information,"•
314 Units/35 Stories"
270,Tower 12,Property Information,"•
LEED Certified Silver"
271,Tower 12,Lease Length,"6, 7, 8, 9, 10, 11, 12, 13"
272,Tower 12,Services,"•
Maintenance on site"
273,Tower 12,Services,"•
24 Hour Availability"
274,Tower 12,Interior,"•
Elevator"
275,Tower 12,Interior,"•
Clubhouse"
276,Tower 12,Interior,"•
Multi Use Room"
277,Tower 12,Outdoor Space,"•
Gated"
278,Tower 12,Outdoor Space,"•
Balcony"
279,Tower 12,Fitness & Recreation,"•
Fitness Center"
280,Tower 12,Fitness & Recreation,"•
Bike Storage"
281,Tower 12,Fitness & Recreation,"•
Media Center/Movie Theatre"
282,Tower 12,Features,"•
High Speed Internet Access"
283,Tower 12,Features,"•
Washer/Dryer - In Unit"
284,Tower 12,Features,"•
Heating"
285,Tower 12,Features,"•
Smoke Free"
286,Tower 12,Features,"•
Tub/Shower"
287,Tower 12,Kitchen,"•
Range"
288,Tower 12,Living Space,"•
Views"
289,Tower 12,Security,"•
Property Manager on Site"
290,Tower 12,Security,"•
Concierge"
291,Common Summit,Unique Features,"•
Fitness Rooms"
292,Common Summit,Unique Features,"•
Heating"
293,Common Summit,Unique Features,"•
Individual Leasing"
294,Common Summit,Unique Features,"•
Keyless Access"
295,Common Summit,Unique Features,"•
Lounge With Tv"
296,Common Summit,Property Information,"•
Built in 1900"
297,Common Summit,Property Information,"•
59 Units/3 Stories"
298,Common Summit,Property Information,"•
Furnished"
299,Common Summit,Lease Length,3-12 month
300,Common Summit,Services,"•
Community-Wide WiFi"
301,Common Summit,Services,"•
Laundry Facilities"
302,Common Summit,Services,"•
Furnished Units Available"
303,Common Summit,Services,"•
Recycling"
304,Common Summit,Services,"•
Pet Washing Station"
305,Common Summit,Interior,"•
Business Center"
306,Common Summit,Interior,"•
Lounge"
307,Common Summit,Interior,"•
Multi Use Room"
308,Common Summit,Outdoor Space,"•
Courtyard"
309,Common Summit,Outdoor Space,"•
Grill"
310,Common Summit,Outdoor Space,"•
Grill"
311,Common Summit,Fitness & Recreation,"•
Fitness Center"
312,Common Summit,Fitness & Recreation,"•
Bike Storage"
313,Common Summit,Features,"•
High Speed Internet Access"
314,Common Summit,Features,"•
Wi-Fi"
315,Common Summit,Features,"•
Air Conditioning"
316,Common Summit,Features,"•
Heating"
317,Common Summit,Features,"•
Cable Ready"
318,Common Summit,Features,"•
Storage Units"
319,Common Summit,Features,"•
Tub/Shower"
320,Common Summit,Kitchen,"•
Kitchen"
321,Common Summit,Kitchen,"•
Range"
322,The Mill at First Hill,Unique Features,"•
24/7 Fitness Center"
323,The Mill at First Hill,Unique Features,"•
24-Hr Emergency Maintenance"
324,The Mill at First Hill,Unique Features,"•
Accessed Controlled Package Locker Room"
325,The Mill at First Hill,Unique Features,"•
Bicycle Storage"
326,The Mill at First Hill,Unique Features,"•
Billiards Room"
327,The Mill at First Hill,Unique Features,"•
Bubbling Spa"
328,The Mill at First Hill,Unique Features,"•
Community Dog Park"
329,The Mill at First Hill,Unique Features,"•
Controlled Access"
330,The Mill at First Hill,Unique Features,"•
Corporate Housing"
331,The Mill at First Hill,Unique Features,"•
Downtown Views"
332,The Mill at First Hill,Unique Features,"•
Five Blocks from the Seattle Street Car"
333,The Mill at First Hill,Unique Features,"•
Garage Parking Available"
334,The Mill at First Hill,Unique Features,"•
Media Room"
335,The Mill at First Hill,Unique Features,"•
On-Site Laundry Facilities"
336,The Mill at First Hill,Unique Features,"•
Package Acceptance & Delivery"
337,The Mill at First Hill,Unique Features,"•
Short Term Lease"
338,The Mill at First Hill,Unique Features,"•
Speakeasy Tavern"
339,The Mill at First Hill,Unique Features,"•
Swimming Pool"
340,The Mill at First Hill,Unique Features,"•
Two Rooftop Lounge Decks"
341,The Mill at First Hill,Unique Features,"•
Walk Score of 98 and a Transit Score of 100"
342,The Mill at First Hill,Pet Policy,"•
$300 Deposit"
343,The Mill at First Hill,Pet Policy,"•
$25 Monthly Pet Rent"
344,The Mill at First Hill,Pet Policy,"•
2 Pet Limit"
345,The Mill at First Hill,Property Information,"•
Built in 1949"
346,The Mill at First Hill,Property Information,"•
Renovated in Jan 2017"
347,The Mill at First Hill,Property Information,"•
355 Units/14 Stories"
348,The Mill at First Hill,Lease Length,Variable
349,The Mill at First Hill,Services,"•
Maintenance on site"
350,The Mill at First Hill,Services,"•
Dry Cleaning Service"
351,The Mill at First Hill,Services,"•
Online Services"
352,The Mill at First Hill,Services,"•
Pet Care"
353,The Mill at First Hill,Services,"•
Pet Washing Station"
354,The Mill at First Hill,Interior,"•
Elevator"
355,The Mill at First Hill,Interior,"•
Clubhouse"
356,The Mill at First Hill,Fitness & Recreation,"•
Fitness Center"
357,The Mill at First Hill,Fitness & Recreation,"•
Pool"
358,AMLI Arc,Unique Features,"•
Airy 9??? ceilings in living areas"
359,AMLI Arc,Unique Features,"•
Airy 9â ceilings in living areas"
360,AMLI Arc,Unique Features,"•
Bike lounge, repair room and lockers"
361,AMLI Arc,Unique Features,"•
Breatheasy?? smoke-free community - inside and out"
362,AMLI Arc,Unique Features,"•
Built-in closets with grey accent finish"
363,AMLI Arc,Unique Features,"•
Designed for LEED Gold certification"
364,AMLI Arc,Unique Features,"•
Device-charging shelf in home entryways"
365,AMLI Arc,Unique Features,"•
Elegant quartz countertops"
366,AMLI Arc,Unique Features,"•
Exhibition kitchen with group dining"
367,AMLI Arc,Unique Features,"•
Fireside lounge"
368,AMLI Arc,Unique Features,"•
Game zone"
369,AMLI Arc,Unique Features,"•
Gourmet kitchens with stainless steel appliances"
370,AMLI Arc,Unique Features,"•
Individual Climate Control"
371,AMLI Arc,Unique Features,"•
Maker studio/gear workshop with rentable lockers"
372,AMLI Arc,Unique Features,"•
Media box"
373,AMLI Arc,Unique Features,"•
Music Studio"
374,AMLI Arc,Unique Features,"•
Outdoor terrace with relaxing seating, fireplaces and grill areas"
375,AMLI Arc,Unique Features,"•
Private party area with kitchen, dining and outdoor space"
376,AMLI Arc,Unique Features,"•
Separate showers and roman tubs*"
377,AMLI Arc,Unique Features,"•
Soft close drawers in kitchens"
378,AMLI Arc,Unique Features,"•
Tech niches"
379,AMLI Arc,Unique Features,"•
Tile backsplashes and under-cabinet lighting"
380,AMLI Arc,Unique Features,"•
Two finish levels and color palette options"
381,AMLI Arc,Pet Policy,"•
$400 Deposit"
382,AMLI Arc,Pet Policy,"•
$50 Monthly Pet Rent"
383,AMLI Arc,Pet Policy,"•
100 lb Weight Limit"
384,AMLI Arc,Pet Policy,"•
2 Pet Limit"
385,AMLI Arc,Property Information,"•
Built in 2017"
386,AMLI Arc,Property Information,"•
391 Units/41 Stories"
387,AMLI Arc,Property Information,"•
LEED Certified Gold"
388,AMLI Arc,Lease Length,"3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months"
389,AMLI Arc,Interior,"•
Business Center"
390,AMLI Arc,Interior,"•
Clubhouse"
391,AMLI Arc,Fitness & Recreation,"•
Fitness Center"
392,AMLI Arc,Features,"•
Washer/Dryer - In Unit"
393,AMLI Arc,Features,"•
Air Conditioning"
394,AMLI Arc,Features,"•
Heating"
395,AMLI Arc,Features,"•
Ceiling Fans"
396,AMLI Arc,Kitchen,"•
Range"
397,AMLI Arc,Living Space,"•
Views"
398,AMLI Arc,Living Space,"•
Window Coverings"
399,AMLI Arc,Outdoor Space,"•
Balcony"
400,AMLI Arc,Security,"•
Package Service"
401,AMLI Arc,Security,"•
Concierge"
402,HANA Apartments,Unique Features,"•
3-Star Built Green"
403,HANA Apartments,Unique Features,"•
Barbecue Pits for Cooking Out on the Roof Deck"
404,HANA Apartments,Unique Features,"•
Brand New Appliances"
405,HANA Apartments,Unique Features,"•
City Views in Select Homes"
406,HANA Apartments,Unique Features,"•
City Views*"
407,HANA Apartments,Unique Features,"•
Controlled Access Bike Storage"
408,HANA Apartments,Unique Features,"•
Controlled Access Building"
409,HANA Apartments,Unique Features,"•
Controlled Access Rentable Parking"
410,HANA Apartments,Unique Features,"•
Convenient State of the Art Laundry Rooms"
411,HANA Apartments,Unique Features,"•
Energy Efficient"
412,HANA Apartments,Unique Features,"•
Hard Surface Counters"
413,HANA Apartments,Unique Features,"•
Hardwood Style Flooring"
414,HANA Apartments,Unique Features,"•
Large Windows"
415,HANA Apartments,Unique Features,"•
Modern Finishes"
416,HANA Apartments,Unique Features,"•
Rentable Washer and Dryer"
417,HANA Apartments,Unique Features,"•
Rentable Washer/Dryer"
418,HANA Apartments,Unique Features,"•
Resident Lounge and Full Kitchen with WiFi located off the Roof Deck"
419,HANA Apartments,Unique Features,"•
Roof Deck with City and Water Views"
420,HANA Apartments,Unique Features,"•
Smart Layouts"
421,HANA Apartments,Unique Features,"•
Washer and Dryer Hook-Ups"
422,HANA Apartments,Unique Features,"•
Washer/Dryer Hookups"
423,HANA Apartments,Unique Features,"•
Water View in Select Homes"
424,HANA Apartments,Unique Features,"•
Water View*"
425,HANA Apartments,Unique Features,"•
Water, Sewer, and Trash Included in Rent"
426,HANA Apartments,Unique Features,"•
Wood Inspired Flooring"
427,HANA Apartments,Pet Policy,"•
$300 Deposit"
428,HANA Apartments,Pet Policy,"•
$35 Monthly Pet Rent"
429,HANA Apartments,Pet Policy,"•
50 lb Weight Limit"
430,HANA Apartments,Pet Policy,"•
2 Pet Limit"
431,HANA Apartments,Property Information,"•
Built in 2019"
432,HANA Apartments,Property Information,"•
160 Units/7 Stories"
433,HANA Apartments,Lease Length,"2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 15 months, 18 months"
434,HANA Apartments,Features,"•
Washer/Dryer Hookup"
435,The Olivian,Unique Features,"•
24-Hour Concierge Services"
436,The Olivian,Unique Features,"•
Bike Storage"
437,The Olivian,Unique Features,"•
Business Center"
438,The Olivian,Unique Features,"•
Ceiling Fan"
439,The Olivian,Unique Features,"•
Climate controlled wine storage"
440,The Olivian,Unique Features,"•
Demonstration Kitchen"
441,The Olivian,Unique Features,"•
Gas Stove"
442,The Olivian,Unique Features,"•
Granite countertops"
443,The Olivian,Unique Features,"•
Guest Suite Available"
444,The Olivian,Unique Features,"•
Hardwood Floors"
445,The Olivian,Unique Features,"•
Multi-Level Controlled Access Parking Garage"
446,The Olivian,Unique Features,"•
On-site Storage"
447,The Olivian,Unique Features,"•
Patio or Balcony"
448,The Olivian,Unique Features,"•
Resident Lounge"
449,The Olivian,Unique Features,"•
Sky Lounge"
450,The Olivian,Unique Features,"•
Soaking Tub"
451,The Olivian,Unique Features,"•
Stainless Steel Appliances"
452,The Olivian,Unique Features,"•
Stand-Alone Shower"
453,The Olivian,Unique Features,"•
Starbucks Coffee Bar"
454,The Olivian,Unique Features,"•
Theater Room"
455,The Olivian,Unique Features,"•
Tile Backsplash"
456,The Olivian,Unique Features,"•
Walk-In Closet"
457,The Olivian,Unique Features,"•
Washer & Dryer"
458,The Olivian,Unique Features,"•
WiFi (In Common Areas)"
459,The Olivian,Pet Policy,"•
$1,000 Deposit"
460,The Olivian,Pet Policy,"•
$65 Monthly Pet Rent"
461,The Olivian,Pet Policy,"•
2 Pet Limit"
462,The Olivian,Property Information,"•
Built in 2009"
463,The Olivian,Property Information,"•
224 Units/27 Stories"
464,The Olivian,Property Information,"•
Furnished"
465,The Olivian,Lease Length,None
466,The Olivian,Services,"•
24 Hour Availability"
467,The Olivian,Services,"•
On-Site Retail"
468,The Olivian,Services,"•
Renters Insurance Program"
469,The Olivian,Services,"•
Dry Cleaning Service"
470,The Olivian,Services,"•
Online Services"
471,The Olivian,Services,"•
Composting"
472,The Olivian,Services,"•
Planned Social Activities"
473,The Olivian,Services,"•
Car Charging Station"
474,The Olivian,Interior,"•
Disposal Chutes"
475,The Olivian,Interior,"•
Conference Room"
476,The Olivian,Outdoor Space,"•
Roof Terrace"
477,The Olivian,Outdoor Space,"•
Sundeck"
478,The Olivian,Outdoor Space,"•
Grill"
479,The Olivian,Outdoor Space,"•
Balcony"
480,The Olivian,Outdoor Space,"•
Patio"
481,The Olivian,Outdoor Space,"•
Deck"
482,The Olivian,Fitness & Recreation,"•
Fitness Center"
